Date,r50,r85,r87,r97,r140,r148,r140148,r150,r170,r190,r211,r213
11/9/1998,51.11,25.84,27.754,51.56,200.82,63.589,264.409,290.02,316,350.95,94.7,95.09
11/10/1998,77.61,36.72,38.403,77.65,211.57,70.012,281.582,310.68,351.54,409.8,156.02,158.98
11/11/1998,74.69,37.22,38.845,72.99,213.9,72.156,286.056,314.44,354.43,411.47,154.58,158.24
11/12/1998,70.17,35.36,36.889,68.14,215.23,72.724,287.954,315.61,352.75,405.7,145.24,148.66
11/13/1998,65.9,33.68,35.123,63.82,215.35,72.595,287.945,314.75,349.45,399.06,136.62,139.79
11/14/1998,61.88,32.06,33.424,60.09,213.65,71.748,285.398,310.73,343.3,389.94,128.75,131.7
11/15/1998,58.21,30.5,31.791,56.59,210.29,70.343,280.633,305,335.59,379.41,121.57,124.33
11/16/1998,54.92,29.03,30.255,53.45,205.81,68.627,274.437,299.17,327.9,369.01,115.03,117.61
11/17/1998,52.31,27.75,28.889,50.71,200.6,66.691,267.291,291.79,319.03,358.13,109.51,111.93
11/18/1998,49.94,26.71,27.785,48.28,195.18,64.672,259.852,283.68,309.49,346.48,104.5,106.81
11/19/1998,47.13,25.38,26.409,45.84,188.62,62.23,250.85,274.09,298.91,334.34,98.88,101.04
11/20/1998,44.75,23.9,24.877,43.66,181.15,59.578,240.728,263.44,287.03,320.74,93.3,95.36
11/21/1998,42.49,22.7,23.617,41.49,173.92,57.083,231.003,252.92,275.33,307.41,87.85,89.79
11/22/1998,40.24,21.48,22.348,39.43,166.31,54.449,220.759,242.97,264.2,294.46,82.97,84.79
11/23/1998,38.16,20.29,21.103,37.53,158.55,51.797,210.347,232.69,252.85,281.59,78.56,80.27
11/24/1998,36.12,19.14,19.906,35.66,150.89,49.207,200.097,222.28,241.44,269.58,74.26,75.88
11/25/1998,34.06,18.03,18.755,33.8,143.2,46.593,189.793,211.8,229.92,256.89,69.99,71.51
11/26/1998,32.33,16.95,17.652,32.2,135.77,44.101,179.871,200.01,217.33,243.32,66.27,67.71
11/27/1998,30.7,15.98,16.66,30.65,128.88,41.838,170.718,190.13,206.43,230.71,62.74,64.11
11/28/1998,29.34,15.14,15.786,29.31,122.61,39.81,162.42,181.3,196.84,219.92,59.68,60.98
11/29/1998,27.99,14.42,15.029,27.95,116.94,37.986,154.926,173.07,187.84,209.83,56.7,57.94
11/30/1998,26.6,13.67,14.257,26.59,111.37,36.159,147.529,166.41,180.31,200.83,53.81,54.98
12/1/1998,25.23,12.89,13.447,25.31,105.7,34.271,139.971,158.93,172.23,192.03,51.08,52.18
12/2/1998,24.02,12.16,12.691,24.18,100.22,32.506,132.726,151.26,163.92,182.76,48.59,49.63
12/3/1998,23.04,11.54,12.043,23.2,95.32,31.266,126.586,144.84,156.89,174.71,46.45,47.45
12/4/1998,22.11,11.01,11.488,22.22,90.9,30.213,121.113,139.02,150.56,167.62,44.37,45.33
12/5/1998,21.28,10.54,10.997,21.35,87.13,29.217,116.347,133.25,144.27,160.62,42.49,43.41
12/6/1998,20.33,10.05,10.493,20.43,84,28.153,112.153,127.82,138.34,153.93,40.54,41.41
12/7/1998,19.51,9.51,9.9368,19.62,80.79,27.052,107.842,124.13,134.07,148.5,38.76,39.59
12/8/1998,18.74,9.11,9.5123,18.83,77.85,26.056,103.906,120.27,129.88,144.95,37.13,37.93
12/9/1998,18.06,8.81,9.1896,18.11,75.1,25.123,100.223,116.37,125.56,140.94,35.58,36.35
12/10/1998,17.35,8.52,8.8908,17.39,72.51,24.243,96.753,112.43,121.26,136.27,34.09,34.82
12/11/1998,16.48,8.16,8.5086,16.59,69.66,23.256,92.916,108.68,117.06,131.36,32.37,33.07
12/12/1998,15.78,7.8,8.1326,15.98,66.73,22.281,89.011,104.07,112.18,126.17,30.93,31.59
12/13/1998,15.21,7.54,7.8651,15.41,64.16,21.526,85.686,99.65,107.44,120.98,29.73,30.37
12/14/1998,14.49,7.24,7.5501,14.72,61.64,20.746,82.386,97.05,104.34,116.93,28.37,28.98
12/15/1998,13.84,6.88,7.1894,14.11,59.1,19.874,78.974,93.88,100.94,113.26,27.12,27.69
12/16/1998,13.46,6.61,6.9047,13.7,56.79,19.093,75.883,90.63,97.47,109.43,26.29,26.85
12/17/1998,13.05,6.42,6.7096,13.29,54.88,18.47,73.35,87.96,94.63,106.23,25.41,25.95
12/18/1998,12.56,6.18,6.4596,12.8,53.01,17.845,70.855,85.38,91.79,103.05,24.39,24.91
12/19/1998,12.41,6.03,6.3403,12.57,51.47,17.328,68.798,83.17,89.37,100.27,23.72,24.23
12/20/1998,12.49,6.11,6.4575,12.83,51.1,17.188,68.288,82.7,89.52,100.99,23.32,23.82
12/21/1998,11.67,5.95,6.2043,11.58,50.01,16.848,66.858,81.09,87.92,99.79,22.39,22.86
12/22/1998,11.22,5.77,6.0104,11.11,48.59,16.387,64.977,79.08,85.66,97.13,21.62,22.07
12/23/1998,10.87,5.64,5.8699,10.74,47.16,15.931,63.091,77.14,83.47,94.59,20.94,21.38
12/24/1998,10.43,5.47,5.6947,10.36,45.78,15.5,61.28,74.28,80.5,90.68,20.17,20.59
12/25/1998,10.08,5.32,5.538,10.03,44.51,15.118,59.628,71.26,77.25,86.18,19.48,19.88
12/26/1998,9.77,5.22,5.4284,9.71,43.62,14.875,58.495,69.96,75.6,83.78,18.86,19.25
12/27/1998,9.45,5.14,5.3426,9.39,42.8,14.64,57.44,68.84,74.31,82.2,18.24,18.62
12/28/1998,9.1,5.01,5.204,9.07,41.63,14.269,55.899,68.27,73.46,80.88,17.6,17.97
12/29/1998,8.74,4.83,5.025,8.76,40.17,13.846,54.016,66.51,71.64,79.06,16.96,17.31
12/30/1998,8.53,4.73,4.9111,8.52,39.4,13.638,53.038,65.71,70.57,77.59,16.47,16.81
12/31/1998,8.29,4.68,4.8495,8.25,39.25,13.615,52.865,65.31,70.07,76.9,16.04,16.37
1/1/1999,8.33,4.72,4.8826,8.07,39.74,13.811,53.551,64.81,69.63,76.87,15.74,16.06
1/2/1999,9.45,5.52,5.6633,8.16,42.67,14.805,57.475,67.7,71.96,78,16.75,17.06
1/3/1999,9.35,5.98,6.1455,7.67,43.61,14.94,58.55,69.62,73.92,79.95,16.95,17.27
1/4/1999,8.64,5.76,5.9258,7.28,42.39,14.291,56.681,68.57,72.7,78.66,16.16,16.46
1/5/1999,8.26,5.64,5.8048,7.1,41.75,13.962,55.712,67.68,71.73,77.62,15.65,15.94
1/6/1999,7.78,5.49,5.6478,6.86,40.75,13.576,54.326,65.01,69.13,75.26,15.11,15.39
1/7/1999,7.39,5.26,5.4207,6.64,39.41,13.082,52.492,64,67.66,72.92,14.53,14.8
1/8/1999,8.11,5.81,5.9022,6.72,41.88,13.781,55.661,66.87,70.36,75.3,15,15.26
1/9/1999,7.53,6.21,6.342,6.33,42.15,13.73,55.88,67.52,71.18,76.44,14.46,14.72
1/10/1999,7.12,5.95,6.1111,6.1,40.8,13.219,54.019,65.01,68.6,73.92,13.9,14.15
1/11/1999,6.78,5.65,5.798,5.91,39.41,12.697,52.107,63.82,67.11,71.87,13.35,13.59
1/12/1999,6.59,5.46,5.6067,5.77,38.48,12.321,50.801,62.91,66.16,70.88,12.92,13.15
1/13/1999,6.83,5.58,5.7004,5.74,38.62,12.34,50.96,63.33,66.43,70.93,13.08,13.3
1/14/1999,6.68,5.77,5.9077,5.52,38.56,12.241,50.801,63.45,66.55,71.04,12.94,13.17
1/15/1999,6.27,5.49,5.6305,5.29,37.47,11.777,49.247,62.51,65.45,69.71,12.33,12.55
1/16/1999,5.95,5.22,5.3501,5.13,36.25,11.3,47.55,60.4,63.42,67.91,11.81,12.02
1/17/1999,5.94,5.14,5.2676,5.08,36.28,11.307,47.587,59.77,62.59,66.82,11.45,11.65
1/18/1999,5.72,5.12,5.2526,4.92,36.08,11.215,47.295,60.19,62.87,66.64,11.17,11.37
1/19/1999,5.4,4.84,4.958,4.72,34.65,10.684,45.334,58.68,61.37,65.41,10.66,10.85
1/20/1999,5.18,4.61,4.7234,4.6,33.34,10.221,43.561,56.85,59.49,63.59,10.25,10.44
1/21/1999,5.28,4.57,4.6714,4.57,32.84,10.065,42.905,55.71,58.28,62.2,10.23,10.4
1/22/1999,5.57,4.89,4.9931,4.53,33.63,10.338,43.968,56.75,59.12,62.51,10.48,10.66
1/23/1999,5.3,4.89,4.9948,4.31,33.33,10.174,43.504,56.31,58.76,62.36,10.08,10.26
1/24/1999,5.18,4.82,4.9282,4.19,32.72,9.9088,42.6288,55.11,57.44,61.05,9.83,10.01
1/25/1999,4.88,4.62,4.7279,4.04,31.76,9.535,41.295,53.96,56.24,59.71,9.42,9.59
1/26/1999,4.63,4.37,4.4781,3.92,30.56,9.0985,39.6585,52.7,54.89,58.24,9.02,9.18
1/27/1999,4.47,4.23,4.3287,3.84,29.78,8.8315,38.6115,51.72,53.86,57.11,8.73,8.89
1/28/1999,4.24,4.04,4.1378,3.73,28.59,8.4312,37.0212,50.21,52.34,55.65,8.36,8.51
1/29/1999,4.04,3.86,3.9475,3.63,27.38,8.0354,35.4154,48.6,50.65,53.88,8.02,8.17
1/30/1999,3.86,3.66,3.7558,3.54,26.19,7.6602,33.8502,46.67,48.73,52.01,7.71,7.85
1/31/1999,3.7,3.47,3.56,3.45,25.12,7.3697,32.4897,44.42,46.46,49.8,7.41,7.55
2/1/1999,3.56,3.3,3.3861,3.37,24.15,7.16,31.31,42.81,44.72,47.78,7.14,7.28
2/2/1999,3.46,3.16,3.2379,3.28,23.12,6.9331,30.0531,42.56,44.27,46.76,6.89,7.02
2/3/1999,4.8,3.34,3.5902,4.31,22,6.6489,28.6489,41.9,44.02,46.71,8.21,8.18
2/4/1999,5.73,4.02,4.0375,4.29,21.21,6.3974,27.6074,41.01,43.23,47.04,13.21,13.44
2/5/1999,6.54,4.31,4.3593,4.09,20.53,6.1568,26.6868,40.09,42.63,45.98,15.85,16.01
2/6/1999,9.67,5.09,5.1415,6.93,20.08,6.058,26.138,39.37,43.4,48.01,20.81,21.22
2/7/1999,12.89,6.02,6.1219,9.92,19.87,6.1317,26.0017,38.9,44.46,50.84,25.92,26.39
2/8/1999,21.49,7.81,8.4742,18.89,20.33,6.4717,26.8017,41.8,50.93,59.9,38.24,38.6
2/9/1999,30.45,10.92,11.483,28.23,22.11,7.5014,29.6114,46.42,60.32,77.78,54.56,55.48
2/10/1999,42.5,14.42,15.583,40.6,26.04,9.4507,35.4907,54.5,74.39,98.1,74.83,75.77
2/11/1999,57.32,20,21.79,55.38,39.68,14.62,54.3,76.29,102.02,140.28,102.82,105.66
2/12/1999,50.26,19.76,20.745,44.77,53.36,18.49,71.85,91.37,113.88,146.26,89.87,92.36
2/13/1999,46.96,19.12,20.021,41.29,63.58,20.784,84.364,102.75,123.71,151.93,84.67,86.9
2/14/1999,45.37,18.89,19.712,39.78,72.19,22.657,94.847,113.02,133.58,160.12,82.62,84.56
2/15/1999,49.34,20.22,21.085,44.07,79.18,24.733,103.913,124.06,147.35,175.5,90.15,91.94
2/16/1999,54.89,22.46,23.494,50.42,86.24,27.424,113.664,134.86,161.21,195.02,103.03,105.28
2/17/1999,55.28,22.91,24.002,51.73,95.51,30.362,125.872,146.14,171.99,206.6,111.99,114.41
2/18/1999,52.43,22.58,23.63,48.52,104.79,33.963,138.753,158.3,182.45,214.93,119.56,122.54
2/19/1999,49.59,22.18,23.185,45.59,112.37,37.495,149.865,169.36,192.17,222.91,114.1,116.99
2/20/1999,47.11,21.74,22.689,43.22,117.73,39.874,157.604,176.64,198.68,228.34,109.14,111.78
2/21/1999,45.7,21.51,22.426,42.18,121.19,41.542,162.732,181.6,203.71,233.44,107.31,109.83
2/22/1999,44.42,21.34,22.24,41.01,123.57,42.693,166.263,186.28,208.11,237.67,105.72,108.24
2/23/1999,45.12,21.61,22.526,41.85,126.24,43.784,170.024,190.42,212.87,242.45,105.24,107.45
2/24/1999,49.99,23.33,24.367,47.56,129.04,45.43,174.47,195.46,220.26,252.91,112.54,115.02
2/25/1999,52.7,24.27,25.39,50.74,131.98,47.168,179.148,200.56,226.59,261.04,115.75,118.24
2/26/1999,59.11,26.04,27.565,58.36,136.71,49.364,186.074,207.95,237.11,275.44,125.06,127.51
2/27/1999,65.21,28.37,29.897,65.04,144.43,52.844,197.274,218.62,251.22,295.72,135.55,138.39
2/28/1999,68.8,29.96,31.5,68.32,152.7,56.351,209.051,230.17,264.91,312.21,142.18,145.31
3/1/1999,70.28,30.84,32.385,69.35,161,59.608,220.608,243.46,278.89,327.3,145.05,148.37
3/2/1999,70.61,31.27,32.868,69.79,168.71,62.322,231.032,255.76,291.55,340.49,144.85,148.16
3/3/1999,68.93,31.11,32.579,67.81,174.55,64.388,238.938,264.04,299.08,347.64,141.48,144.87
3/4/1999,65.46,30.12,31.526,63.98,178.58,65.512,244.092,268.91,302.04,348.01,134.45,137.66
3/5/1999,62.14,29.22,30.555,60.67,181.38,66.067,247.447,272.13,303.55,347.32,128.01,131.03
3/6/1999,58.87,28.29,29.563,57.42,182.38,65.918,248.298,271.76,301.59,343.26,121.58,124.43
3/7/1999,55.84,27.19,28.398,54.44,181.36,65.071,246.431,268.7,297.03,336.6,115.47,118.14
3/8/1999,59.04,30.24,31.338,53.95,193.83,69.672,263.502,285.63,313.01,352.61,119.41,122.41
3/9/1999,54.3,31.26,32.413,49.82,199.95,70.447,270.397,293.66,319.65,357.36,111.75,114.35
3/10/1999,53.88,29.88,31.057,52.14,196.03,67.769,263.799,287.17,313.5,348.94,108.98,110.99
3/11/1999,55.63,29.18,30.415,57.56,191.28,66.399,257.679,282.28,312.95,353.06,120.63,122.75
3/12/1999,53.87,28.4,29.576,55.23,187.43,65.266,252.696,278.63,313.52,360.55,132.71,135.59
3/13/1999,54.74,28.17,29.335,56.1,184.13,64.329,248.459,273.96,310.17,358.98,132.58,135.38
3/14/1999,58.85,29.09,30.327,60.66,181.52,64.212,245.732,271.63,310.98,363.7,138.86,141.71
3/15/1999,64.11,30.42,31.827,66.6,180.55,65.238,245.788,272.38,315.32,373.08,146.55,149.56
3/16/1999,70.43,32.2,33.852,73.19,182.32,67.35,249.67,280.07,326.52,389.08,156.51,159.65
3/17/1999,77.73,34.59,36.511,80.66,187.54,70.631,258.171,290.19,340.7,409.92,168.7,172.17
3/18/1999,79.2,35.71,37.462,80.62,194.3,74.003,268.303,299.73,350.25,420.8,170.97,174.93
3/19/1999,76.95,35.2,36.886,77.22,200.25,76.232,276.482,307.32,355.57,423.09,165.41,169.31
3/20/1999,73.1,34.04,35.669,72.86,204.49,77.302,281.792,312.09,357.33,421.03,157.08,160.72
3/21/1999,68.63,32.51,33.943,68.13,205.86,77.133,282.993,311.15,353.42,413.22,148.32,151.76
3/22/1999,64.61,30.94,32.293,64.26,204.66,76.125,280.785,309.01,348.4,403.86,140.11,143.31
3/23/1999,60.59,29.34,30.613,60.69,201.49,74.481,275.971,303.55,340.38,392.52,132.07,135.03
3/24/1999,57.27,27.79,28.992,57.73,196.61,72.29,268.9,295.88,330.46,379.59,125.53,128.29
3/25/1999,54.01,26.32,27.457,54.62,191.04,69.936,260.976,287.35,319.73,366.03,118.65,121.26
3/26/1999,50.75,24.92,25.981,51.56,184.72,67.307,252.027,277.8,308.11,351.62,111.88,114.3
3/27/1999,47.77,23.48,24.474,48.94,177.25,64.273,241.523,266.55,295.02,336.15,106.38,108.59
3/28/1999,62.58,28.18,29.84,64.82,183.32,66.747,250.067,276.18,311.27,361.33,130.53,132.46
3/29/1999,59.91,28.81,30.078,61.47,182.7,66.848,249.548,276.02,310.04,359.74,128.67,131.5
3/30/1999,55.88,26.83,28.017,57.4,179.19,65.183,244.373,270.5,302.26,348.33,119.64,122.25
3/31/1999,52.01,24.86,25.971,53.65,173.79,62.833,236.623,262.23,291.88,334.81,111.2,113.6
4/1/1999,49.13,23.93,24.885,50.76,172.86,62.277,235.137,258.89,286.34,325.91,104.71,106.97
4/2/1999,46.45,23.46,24.459,47.92,169.74,61.266,231.006,256.24,282.39,320.24,98.66,100.78
4/3/1999,77.59,33.84,36.445,80.51,189.81,69.604,259.414,289.42,329.63,387.04,146.37,148.15
4/4/1999,137.44,55.15,57.333,134.72,219.61,83.979,303.589,342.93,433.48,535.29,219.98,221.86
4/5/1999,203.28,82.11,86.424,200.33,265.51,110.85,376.36,422.14,534.77,684.06,314.98,317.54
4/6/1999,333.67,123.36,129.4,343.4,373.68,154.12,527.8,564.87,682.89,844.56,482.01,492.11
4/7/1999,324.05,127.02,133.55,336.98,521.67,196.96,718.63,770.2,921.71,1113,493.69,503.75
4/8/1999,322.08,134.13,141.58,349.21,648.86,241.22,890.08,950.33,1110.4,1326.6,527.61,534.9
4/9/1999,511.97,205.56,214.85,531.52,814.78,301.14,1115.92,1177.3,1364.6,1616,748.77,764.68
4/10/1999,452.06,198.42,207.97,457.25,1013.5,345.45,1358.95,1423.5,1596.4,1832.6,688.05,704.3
4/11/1999,478.93,212.2,222.08,489.19,1181.9,393.49,1575.39,1658.6,1870.1,2148.7,752.58,768.09
4/12/1999,412.21,195.78,204.57,416.64,1254.2,409.58,1663.78,1747,1933.2,2205.1,680.38,697.19
4/13/1999,350.85,174.54,182.27,353.57,1251.6,394.07,1645.67,1730.5,1892.2,2137.9,594.91,609.52
4/14/1999,299.37,154.73,161.59,302.1,1199,366.68,1565.68,1648,1793.2,2012.7,518.25,530.74
4/15/1999,272.98,144.59,151.27,279.14,1140.5,349.83,1490.33,1575,1720,1933.7,507.73,518.3
4/16/1999,274.43,142.87,149.43,281.68,1075.7,332.21,1407.91,1486.7,1617.8,1814.3,500.77,512.04
4/17/1999,243.5,129.22,135.04,247.18,1002.2,308.27,1310.47,1382.4,1497.7,1672,449.33,460.04
4/18/1999,214.36,114.79,119.96,217.2,924.74,282.99,1207.73,1274.6,1376.3,1530.9,401.1,410.53
4/19/1999,193.7,103.59,108.42,197.16,848.95,259.36,1108.31,1173.3,1264.7,1403.7,361.69,370.08
4/20/1999,172.99,93.12,97.329,176.1,783.78,236.33,1020.11,1080.4,1163.4,1290.4,325.7,333.29
4/21/1999,155.19,84.61,88.442,158.19,728.39,214.73,943.12,1003,1077.9,1193,292.75,299.44
4/22/1999,342.33,152.19,159.48,353.71,779.92,257.64,1037.56,1127.4,1327.2,1571.1,637.06,641.17
4/23/1999,360.99,169.86,177.46,357.57,862.48,305.56,1168.04,1251.8,1437.2,1699.2,678.33,694.47
4/24/1999,315.87,156.49,163.24,310.07,926.06,321.06,1247.12,1319.5,1478,1706.9,601.51,616.76
4/25/1999,270.15,139.98,145.95,265.59,935.78,317.35,1253.13,1324.2,1459,1656.4,522.61,535.65
4/26/1999,233.07,124.78,130.06,229.67,904.15,302.87,1207.02,1276.1,1392.2,1564.2,456.93,468.09
4/27/1999,206.91,113.91,118.7,203.52,858.95,286.02,1144.97,1211.5,1314.7,1468.1,410.59,420.23
4/28/1999,180.28,101.77,106.08,178.67,801.3,264.49,1065.79,1129.7,1219.4,1354.3,363.84,372.48
4/29/1999,157.1,89.25,93,157.57,743.02,239.52,982.54,1041,1119.2,1238.4,319.22,326.65
4/30/1999,138.22,79.31,82.637,139.68,681.95,215.25,897.2,951.94,1021.3,1126.5,281.4,287.89
5/1/1999,122.11,70.33,73.332,127.56,621.03,192.38,813.41,864.02,925.82,1020.5,248.47,254.16
5/2/1999,108.62,62.85,65.484,115.15,562.11,171.03,733.14,779.85,834.83,919.87,219.73,224.74
5/3/1999,97.43,55.89,58.273,103.97,506.56,151.54,658.1,702.9,752,827.98,194.82,199.25
5/4/1999,94.73,51.69,54.949,102.65,465.15,138.22,603.37,645.72,692.55,762,181.23,184.58
5/5/1999,120.77,61.62,64.729,130.03,459.12,138.92,598.04,642.85,695.37,777.57,216.1,220.74
5/6/1999,110.32,59.3,62.017,117.09,439.85,131.26,571.11,613.38,661.33,734.34,198.09,202.8
5/7/1999,104.64,56.35,58.992,105.96,423.28,124.4,547.68,587.4,631.17,697.41,181.44,185.72
5/8/1999,95.85,52.14,54.529,97.22,403.24,115.96,519.2,558.19,598.01,658.51,164.32,168.16
5/9/1999,86.22,46.91,49.093,87.95,377.29,106.06,483.35,519.93,556.27,611.79,148.03,151.44
5/10/1999,78.67,42.17,44.211,80.68,349.76,99.273,449.033,485.37,518.53,568.57,134.15,137.21
5/11/1999,192.9,70.58,77.161,230.11,388.92,115.81,504.73,549.85,631.77,708.57,280.96,276.33
5/12/1999,619.59,211.9,222.74,707.88,592.07,243.44,835.51,931.22,1229.9,1580.9,1011.9,1021.2
5/13/1999,604.57,238.58,251.07,648.8,916.44,365.64,1282.08,1362,1650.1,2038.4,1052.3,1080.3
5/14/1999,500.57,222.16,233.01,535.38,1195.3,436.84,1632.14,1716.4,1956.2,2280.3,913.93,937.71
5/15/1999,417.23,201.79,211.29,448.24,1309.5,448.94,1758.44,1848,2050.1,2343.5,793.76,813.88
5/16/1999,367.93,187.78,196.59,389.4,1330.7,433.74,1764.44,1853.7,2033.8,2292.1,718.14,733.86
5/17/1999,355.49,186.8,195.3,390.57,1356,461.36,1817.36,1917.9,2133.5,2412.9,734.43,750.76
5/18/1999,308.57,174.57,182.17,343.93,1320.3,483.18,1803.48,1920,2133.8,2453.7,660.32,676.74
5/19/1999,260.98,154.55,161.21,292.66,1232.6,461.61,1694.21,1797.4,1978.2,2265.5,566.05,580.05
5/20/1999,366.06,182.69,192.43,426.08,1226.7,487.1,1713.8,1829.1,2065.3,2345.1,670.7,680.03
5/21/1999,406.79,203.92,213.29,454.1,1275.4,547.65,1823.05,1935,2189.5,2550.5,725.12,742.34
5/22/1999,347.93,184.59,192.96,382.64,1284.8,542.36,1827.16,1938.9,2155.2,2479.2,640.13,655.86
5/23/1999,294.39,166.11,173.4,322.69,1249.9,509.33,1759.23,1867.6,2054.5,2347.7,565.03,579.06
5/24/1999,248.56,145.91,152.26,272.88,1167.9,457.51,1625.41,1723.1,1881.5,2135,487.34,499.32
5/25/1999,210.61,126.86,132.41,231.69,1062.9,401.34,1464.24,1554.2,1688.9,1893.8,420.83,430.97
5/26/1999,180.5,109.59,114.41,198.91,948.91,354.62,1303.53,1383.9,1498.9,1673.8,368.07,376.72
5/27/1999,156.08,94.82,99.06,172.17,839.53,319.75,1159.28,1235.1,1333.9,1484.2,323.48,331.02
5/28/1999,135.68,82.34,85.991,150.23,755.81,285.5,1041.31,1105.9,1191.1,1321.4,284.47,291.05
5/29/1999,118.54,72.33,75.562,131.31,681.84,252.64,934.48,995.97,1070.1,1184.3,250.15,255.89
5/30/1999,104.75,64.05,66.859,115.86,611.21,222.41,833.62,888.89,955.05,1055.9,221,226.04
5/31/1999,93.78,57.13,59.637,103.31,547.69,196.3,743.99,794.84,853.37,942.38,196.98,201.48
6/1/1999,87.03,52.75,55.11,94.33,496.06,175.33,671.39,719.1,771.71,852.82,180.01,184.14
6/2/1999,77.77,48.75,50.812,83.61,452.8,157.36,610.16,653.5,699.59,771.49,159.99,163.68
6/3/1999,70.04,44.6,46.484,75.3,410.27,140.41,550.68,595.69,637.52,703.85,143.6,146.87
6/4/1999,124.67,65.03,67.41,105.57,410.88,144.23,555.11,602.65,676.35,775.07,236.85,238.42
6/5/1999,139.59,75.69,79.164,105.81,406.62,146.07,552.69,604.22,686.43,799.38,283.81,285.28
6/6/1999,193.85,90.82,93.976,172.79,434.74,159.34,594.08,650.13,761.42,918.01,544.97,556.09
6/7/1999,168.2,83.62,86.757,148.39,449.46,162.04,611.5,663.94,761.19,902.76,461.62,473.86
6/8/1999,166.36,84.17,87.493,145.4,468.19,163.82,632.01,683.1,775.31,905.22,437.98,446.24
6/9/1999,219.05,111.89,116.04,178.11,503.47,174.64,678.11,737.07,837.35,975.4,501.11,510.01
6/10/1999,321.98,145.87,151.64,290.27,568.12,196.81,764.93,826.53,950.92,1123.5,602.59,616.27
6/11/1999,369.27,161.24,168.44,342.91,654.21,212.72,866.93,931.22,1054.7,1224.9,629.36,642.63
6/12/1999,327.61,149.66,156.03,297.5,731.56,214.33,945.89,1003,1110.3,1263.5,563.3,577.61
6/13/1999,274.64,130.59,136.15,249.24,771.37,206.14,977.51,1032.1,1124.5,1258.8,483.64,495.72
6/14/1999,229.7,112.98,117.75,209.34,771.01,192.94,963.95,1018.5,1098.7,1217,415.3,425.43
6/15/1999,195.18,100.1,104.25,178.95,747.72,179.75,927.47,979.72,1050.2,1155.1,360.05,368.67
6/16/1999,166.58,89.02,92.698,153.99,706.74,164.9,871.64,923.99,986.76,1080.8,313.02,320.45
6/17/1999,142.07,78.15,81.353,132.17,655.63,149.42,805.05,855.71,911.78,996.81,271.59,277.92
6/18/1999,123.44,69.99,72.875,115.65,607.24,138,745.24,790.97,840.13,914.46,246.93,252.48
6/19/1999,128.88,69.92,73.484,123.68,568.07,131.45,699.52,743.87,792.03,864.34,229.45,234.6
6/20/1999,114.03,63.75,66.493,109.7,525.68,121.5,647.18,688.51,731.74,797.1,203.28,208.01
6/21/1999,100.02,56.71,59.128,97.07,483.66,111.1,594.76,634.86,673.29,732.22,178.32,182.42
6/22/1999,90.31,51.63,53.858,87.77,446.67,104.07,550.74,592.79,627.96,683.77,160.05,163.66
6/23/1999,102.22,53.39,56.707,101.08,421.48,101.66,523.14,566.67,602.7,659.25,169.75,173.12
6/24/1999,92.13,49.31,51.713,92.87,391.81,96.987,488.797,529.98,562.94,615.89,154.69,158.28
6/25/1999,82.59,43.54,45.673,84.59,360.47,90.943,451.413,487.74,517.95,566.49,138.82,142.03
6/26/1999,74.57,38.65,40.568,77.11,329.36,84.825,414.185,447.56,475.23,519.72,125.23,128.08
6/27/1999,68.78,34.91,36.642,71.35,302.29,79.651,381.941,411.64,437.3,478.5,115.18,117.79
6/28/1999,64.15,32.5,34.109,66.21,280.92,75.689,356.609,387.26,411.13,449.09,107.18,109.63
6/29/1999,58.21,29.71,31.22,60.49,260.82,71.183,332.003,361.7,384.16,419.44,97.65,99.88
6/30/1999,56.86,28.28,29.734,57.52,248.42,67.627,316.047,344.59,365.83,399.34,100.04,101.97
7/1/1999,53.46,27.68,29.012,53.05,240.64,65.755,306.395,334.57,354.94,386.26,99.14,101.38
7/2/1999,59.19,29.52,31.196,57.29,236.17,65.043,301.213,331.38,355.27,391.14,112.87,114.74
7/3/1999,76.29,37.55,40.234,76.77,246.96,70.032,316.992,348.59,380.09,427.05,156.13,158.96
7/4/1999,68.95,36.7,38.477,67.68,244.06,69.031,313.091,342.44,372.86,417.71,149.15,152.79
7/5/1999,62.84,32.9,34.536,62.36,235,65.825,300.825,329.12,357.28,398.11,136.41,139.69
7/6/1999,57.52,29.48,31.002,57.62,223.72,62.415,286.135,315.33,341.44,379.21,125.16,128.13
7/7/1999,72.55,33.43,36.542,77.18,231.95,66.668,298.618,329.84,362.29,410.19,138.85,141.49
7/8/1999,80.36,39.3,41.784,85.81,249.64,74.147,323.787,357.55,394.49,448.76,144.57,147.93
7/9/1999,77.38,38.96,41.105,83.7,253.96,76.996,330.956,363.84,400.81,455.2,135.99,139.3
7/10/1999,69.67,35.54,37.49,75.23,250.19,76.342,326.532,356.79,390.45,439.73,124.69,127.66
7/11/1999,62.92,32.31,34.08,67.61,243.45,74.48,317.93,346.48,377.04,421.85,114.52,117.23
7/12/1999,56.92,29.2,30.825,61.26,233.75,71.558,305.308,334.77,362.49,403.03,104.96,107.42
7/13/1999,51.86,26.27,27.733,55.85,222.08,68.044,290.124,319.39,344.92,382.28,96.47,98.71
7/14/1999,47.25,23.66,24.968,50.88,209.11,64.139,273.249,301.91,325.43,359.79,88.66,90.71
7/15/1999,43.27,21.37,22.552,46.62,195.23,59.925,255.155,283.16,304.85,336.5,81.7,83.57
