Date,r50,r85,r87,r97,r140,r148,r140148,r150,r170,r190,r211,r213
3/1/1998,52.4,25.76,26.966,49.28,164.2,66.421,230.621,252.75,284.48,329.82,113.55,116.14
3/2/1998,50.48,25.33,26.447,47.81,164.9,66.428,231.328,255.51,286.34,330.38,110.49,112.96
3/3/1998,48.3,24.78,25.768,45.67,164.34,65.985,230.325,253.79,283.24,325.61,106.51,108.92
3/4/1998,45.95,24.03,24.975,43.41,162.78,65.165,227.945,250.92,278.96,319.24,101.67,103.96
3/5/1998,44.13,23.43,24.341,41.51,160.29,63.93,224.22,247.32,273.88,311.99,97.36,99.54
3/6/1998,42.99,22.76,23.767,40.98,157.07,62.331,219.401,242.43,267.98,304.25,94.12,96.09
3/7/1998,43.67,23.15,24.004,41.17,156.05,61.809,217.859,239.63,265,301.74,95.7,97.85
3/8/1998,42.7,23.57,24.585,40.19,156.61,61.516,218.126,240.66,265.23,300.11,92.44,94.44
3/9/1998,41,22.64,23.485,38.36,152.2,59.395,211.595,235.79,260.24,295.06,89.04,90.99
3/10/1998,39,21.51,22.313,36.56,147.38,57.308,204.688,228.83,252.21,285.58,84.8,86.65
3/11/1998,37.15,20.51,21.278,34.97,142.65,55.317,197.967,218.73,241.22,273.92,80.78,82.54
3/12/1998,35.48,19.55,20.277,33.5,137.74,53.274,191.014,211.76,232.84,263.62,77.02,78.7
3/13/1998,34.01,18.74,19.448,32.19,133.12,51.352,184.472,206.43,226.54,255.88,73.55,75.15
3/14/1998,32.5,17.91,18.625,31.04,128.18,49.29,177.47,197.66,217.08,245.91,70.02,71.54
3/15/1998,32.02,17.77,18.408,29.97,126.44,48.529,174.969,192.87,211.34,238.54,68.4,69.93
3/16/1998,30.96,17.56,18.34,29.53,125.38,47.864,173.244,192.64,210.2,235.68,65.28,66.69
3/17/1998,30.43,17.46,18.252,29.26,123.46,46.78,170.24,191.48,209.41,234.29,63.94,65.2
3/18/1998,32.04,18.01,18.764,29.87,121.82,46.07,167.89,189.1,209.03,236.31,64.03,65.34
3/19/1998,33.13,17.76,18.581,31.53,118.56,44.879,163.439,185.57,207.7,237.7,66.57,67.74
3/20/1998,36.09,18.26,19.033,35.01,115.39,44.455,159.845,181.93,206.81,240.41,72.54,73.91
3/21/1998,39.89,19.08,19.875,38.89,113.29,44.962,158.252,178.6,206.41,243.57,78.75,80.24
3/22/1998,44.45,20.48,21.338,43.48,113.32,46.695,160.015,179.75,209.93,250.48,85.79,87.5
3/23/1998,48.15,21.65,22.556,47.07,115.36,49.049,164.409,185.94,217.84,260.47,91.65,93.52
3/24/1998,51.19,22.65,23.594,49.83,118.65,51.653,170.303,193.65,226.64,271.55,95.9,97.96
3/25/1998,53.2,23.29,24.252,51.16,122.69,54.019,176.709,201.21,234.89,281.57,98.18,100.22
3/26/1998,54.42,23.83,24.852,52.58,127.69,56.567,184.257,209.58,243.72,293.06,101.26,103.47
3/27/1998,77.88,29.49,31.62,81.24,144.39,64.661,209.051,236.55,280.57,339.24,110.84,112.84
3/28/1998,149.04,49.52,52.393,161.51,174.95,81.105,256.055,287.02,337.17,404.99,170.49,172.71
3/29/1998,172.09,60.26,63.583,180.08,216.11,98.584,314.694,349.29,412.78,494.56,202.44,206.38
3/30/1998,209.11,75.14,79.126,217.59,280.9,124.18,405.08,434.08,513.67,603.91,234.42,237.02
3/31/1998,254.92,96.11,101.42,268.15,394.51,170.32,564.83,609.95,745.92,919.06,366.77,372.73
4/1/1998,268.92,106.34,111.78,289.44,499.71,210.04,709.75,763.95,901.44,1093,393.37,402.79
4/2/1998,238.71,101.98,106.92,255.58,574.24,228.55,802.79,855.55,976.76,1149.9,360.52,369.29
4/3/1998,209.41,95.41,99.889,223.8,613.21,232.81,846.02,898.14,1004.8,1159.2,326.71,334.48
4/4/1998,183.24,88.02,92.052,195.69,622.47,227.87,850.34,900.33,994.45,1131.4,295.14,302.06
4/5/1998,161.54,80.83,84.455,172.39,612.05,218.04,830.09,879.64,963.52,1085.9,267.53,273.73
4/6/1998,145.86,75.2,78.607,155.3,592.15,206.83,798.98,846.06,922.81,1034.4,246.03,251.43
4/7/1998,143.47,74.63,77.939,151.57,575.75,199.45,775.2,822.01,897.21,1006.1,253.66,258.88
4/8/1998,134.89,71.47,74.743,143.61,555.62,192.18,747.8,792.63,862.35,964.18,244.65,250.13
4/9/1998,121.18,65.69,68.537,129.19,525.62,180.64,706.26,749.15,812.31,905.11,223.68,228.78
4/10/1998,109.79,60.13,62.728,117.15,491.5,167.68,659.18,699.66,757.12,841.63,205.15,209.82
4/11/1998,100.95,55.25,57.691,111.51,459.95,156.76,616.71,654.35,708.54,787.67,188.65,192.88
4/12/1998,91.83,50.16,52.387,103.17,426.64,145.34,571.98,609.48,659.8,733.48,172.34,176.13
4/13/1998,84.59,46.23,48.244,95.45,397.82,136.11,533.93,570.99,619.24,690.5,169.36,172.93
4/14/1998,78.01,42.32,44.203,88.39,366.35,126.24,492.59,528.82,573.6,640.76,157.82,161.37
4/15/1998,90.11,45.18,47.919,99.79,363.24,129.38,492.62,531.69,586.57,661.59,184.49,186.89
4/16/1998,103.28,53.87,56.451,112.87,371.44,138.09,509.53,549.53,608.65,694.21,221.05,226.07
4/17/1998,98.33,52.61,54.954,107.63,360.41,135.79,496.2,535.13,589.92,669.92,206.3,211.13
4/18/1998,91.36,49.23,51.445,100.13,349.81,131.65,481.46,517.51,568.65,642.4,193.32,197.7
4/19/1998,86.49,46.74,49.082,95.92,340.95,128.01,468.96,504.58,554.22,627.16,188.58,192.85
4/20/1998,83.06,44.72,46.798,91.1,330.7,123.24,453.94,489.54,536.18,604.36,179.24,183.37
4/21/1998,76.15,41.4,43.318,83.17,315.04,115.89,430.93,465.7,508.88,572.71,166.12,169.95
4/22/1998,70.31,38.02,39.789,77.27,295.82,107.6,403.42,436.61,476.64,535.88,153.62,157.13
4/23/1998,65.04,34.93,36.567,71.83,275.82,101.43,377.25,408.16,445.18,499.91,142.22,145.44
4/24/1998,60.18,31.91,33.444,66.82,257.58,96.318,353.898,383.49,418.12,468.93,131.99,134.96
4/25/1998,57.67,29.81,31.447,64.06,245.33,91.765,337.095,364.49,397.55,445.47,124.96,127.71
4/26/1998,77.77,36.26,38.69,87.43,250.2,93.833,344.033,372.57,407.61,456.81,142.39,145.1
4/27/1998,73.21,35.92,37.769,80.77,247.29,92.73,340.02,372.08,405.16,452.67,135.37,138.51
4/28/1998,68.26,33.19,34.912,75.23,241.56,89.798,331.358,363.01,394.35,439.02,126.23,129.11
4/29/1998,63.75,30.71,32.338,70.2,234.56,86.495,321.055,358.34,387.28,428.27,118.02,120.71
4/30/1998,59.68,28.49,30.001,65.67,226.57,82.987,309.557,347.74,375.38,414.88,110.61,113.13
5/1/1998,55.59,26.32,27.731,61.44,217.48,79.159,296.639,323.51,350.21,388.97,103.12,105.46
5/2/1998,53.13,24.69,26.121,58.48,208.55,75.537,284.087,306.91,331.6,367.06,98.2,100.37
5/3/1998,53.85,24.88,26.187,58.95,203.1,73.333,276.433,297.41,321.25,355.51,95.61,97.75
5/4/1998,49.73,22.99,24.209,54.54,193.68,69.51,263.19,285.04,307.3,338.91,89.15,91.09
5/5/1998,46.48,21.42,22.551,51.2,184.53,65.825,250.355,271.98,293.47,324.24,85.32,87.23
5/6/1998,45.12,20.27,21.484,49.41,176.52,62.71,239.23,260.35,281.21,310.7,81.35,83.11
5/7/1998,57.65,25.09,27.092,62.64,184.02,65.443,249.463,273.31,297.05,332.47,93.39,95.07
5/8/1998,64.96,29.51,31.243,70.87,193.8,68.515,262.315,287.22,313.85,352.11,105.78,107.91
5/9/1998,63.43,29.75,31.397,68.48,195.2,68.118,263.318,286.76,312.81,350.12,103.63,106.05
5/10/1998,59.13,27.5,29.014,64.38,192.74,66.013,258.753,280.95,305.44,341.12,96.91,99.12
5/11/1998,54.71,25.1,26.471,60.09,187.78,63.275,251.055,272.71,295.74,330.08,90.43,92.49
5/12/1998,50.77,22.97,24.235,56.12,180.48,60.025,240.505,261.82,283.51,315.99,84.25,86.15
5/13/1998,47.49,20.99,22.168,52.76,172.04,56.686,228.726,248.83,269.38,300.26,79.02,80.79
5/14/1998,44.06,19.14,20.224,49.3,163,53.336,216.336,236.77,256.01,284.96,73.37,75.02
5/15/1998,59.49,22.25,24.916,64.77,162.15,52.941,215.091,235.06,255.77,287.14,83.65,85.1
5/16/1998,64,25.51,27.033,69.94,168.12,53.734,221.854,239.93,261.42,294.49,83.65,85.63
5/17/1998,57.82,22.79,24.197,63.56,165.18,50.621,215.801,232.75,253.11,283.26,77.3,79.05
5/18/1998,53.08,20.44,21.739,58.98,160.61,47.805,208.415,226.73,245.92,274.68,72.5,74.14
5/19/1998,49.1,18.63,19.819,54.76,155.15,45.327,200.477,219.12,237.48,265.87,68.24,69.79
5/20/1998,45.45,16.97,18.107,50.85,148.95,42.95,191.9,210.62,227.99,255.18,64.1,65.57
5/21/1998,42.8,15.68,16.752,47.82,143.12,40.998,184.118,202.98,219.52,245.44,61.03,62.43
5/22/1998,43.81,15.69,16.733,46.72,140.49,40.444,180.934,199.65,215.9,240.12,61.53,62.85
5/23/1998,47.06,17.25,19.01,49.02,142.9,41.68,184.58,203.33,221.86,245.7,68.36,69.29
5/24/1998,102.85,34.13,36.89,111.55,176.15,53.62,229.77,246.43,277.01,322.15,127.83,129.58
5/25/1998,132.27,47.52,49.824,134.73,200.77,60.359,261.129,281.28,318.44,370.08,150.03,153.12
5/26/1998,119.57,45.71,48.008,118.86,218.68,62.214,280.894,301.44,335.51,382.97,139.28,142.68
5/27/1998,104.75,40.95,43.037,103.66,232.5,62.259,294.759,315.78,347.18,390.97,126.47,129.51
5/28/1998,92.3,36.56,38.426,91.44,239.52,61.253,300.773,322.82,352.05,392.97,116.25,119
5/29/1998,81.37,32.74,34.427,81.01,239.97,59.432,299.402,321.44,348.79,387.39,106.44,108.95
5/30/1998,74.36,30.3,31.939,76.59,237.8,58.018,295.818,317.84,344.19,381.91,102.56,104.89
5/31/1998,75.14,30.63,32.553,78.63,238.8,58.279,297.079,317.79,343.2,379.73,99.25,101.46
6/1/1998,68.21,28.59,30.144,68.98,233.28,56.397,289.677,311.55,335.78,370.51,93.83,95.98
6/2/1998,61.9,26.28,27.699,62.4,225.01,53.921,278.931,300.44,323.36,356.05,87.06,89.05
6/3/1998,57.12,24.3,25.562,58.04,215.13,51.362,266.492,287.8,309.53,340.65,81.99,83.85
6/4/1998,53.07,22.96,24.169,53.94,208.38,50.508,258.888,279.59,299.83,328.73,77.32,79.09
6/5/1998,58.41,24.68,26.264,58.81,206.96,51.68,258.64,281.79,305.69,340.97,87.32,88.98
6/6/1998,54.44,24.13,25.375,54.63,201.08,50.794,251.874,272.59,295.53,328.93,83.8,85.74
6/7/1998,50.39,22.6,23.72,50.71,194.97,49.558,244.528,262.53,283.78,315.45,78.37,80.17
6/8/1998,47.9,22.69,23.724,47.98,192.67,50.11,242.78,264.67,284.95,315.44,75.25,76.9
6/9/1998,66.15,29.31,31.38,64.69,204.2,56.269,260.469,285.89,314.52,359.3,102.71,104.41
6/10/1998,59.95,29.1,30.468,58.05,204.01,57.525,261.535,283.94,311.05,352.56,97.71,100.01
6/11/1998,59.21,29.11,30.567,57.15,206.45,59.724,266.174,291.62,321.3,365.85,105.94,108.02
6/12/1998,60.59,30.01,31.464,58.51,204.6,60.259,264.859,288.24,316.82,360.03,104.14,106.58
6/13/1998,55.41,27.43,28.733,54.01,197.36,58.416,255.776,277.32,304.28,344.74,97.08,99.31
6/14/1998,52.46,25.48,26.664,51.08,190.72,56.961,247.681,268.47,293.94,332.43,92.57,94.71
6/15/1998,51,24.57,25.605,48.29,184.35,55.536,239.886,261.7,285.68,321.89,87.89,89.92
6/16/1998,50.61,24.51,25.575,45.37,176.64,53.337,229.977,251.7,274.4,308.87,85.17,87.1
6/17/1998,46.53,22.55,23.552,42.34,168.15,50.645,218.795,240.94,262.24,294.45,79.32,81.12
6/18/1998,49.55,23.53,24.696,44.99,172.75,53.623,226.373,246.42,269.12,305.58,84.36,86.12
6/19/1998,67.7,28.96,30.843,53.47,169.48,53.32,222.8,244.11,265.18,297.79,78.88,80.7
6/20/1998,170.92,54.56,59.229,187.27,214.25,68.711,282.961,316.08,362.38,424.29,196.26,193.92
6/21/1998,245.14,80.54,85.111,276.36,271.65,84.269,355.919,380.23,446.3,536.14,337.95,345.76
6/22/1998,213.13,79.63,83.813,232.8,387.11,106.12,493.23,516.15,604.89,714.31,328.98,336.5
6/23/1998,180.34,77.78,81.624,192.33,461.3,133.6,594.9,637.91,731.97,863.07,306.49,313.52
6/24/1998,377.31,158.15,164.72,362.83,567.87,183.07,750.94,809.53,958.7,1149.5,776.2,782.92
6/25/1998,342.67,159.34,165.43,301.87,667.37,212.41,879.78,929.22,1060.9,1245.7,675.73,693.59
6/26/1998,304.92,148.67,154.55,261.67,735.96,220.85,956.81,1004.4,1116.2,1276.1,602.63,617.32
6/27/1998,315.39,161.81,169.21,286.59,855.92,253.35,1109.27,1168.1,1300.2,1477.5,647.84,657.52
6/28/1998,436.76,207.2,215.15,407.53,958.18,284.85,1243.03,1313.8,1472.9,1692.6,800.72,818.38
6/29/1998,369.66,186.98,194.27,339.26,1032.1,297.37,1329.47,1394.5,1533.8,1733.3,701.49,719.26
6/30/1998,309.31,164.61,170.95,282.53,1046.6,293.79,1340.39,1404.8,1525.6,1702.3,596.97,611.97
7/1/1998,260.61,143.82,149.29,237.12,1007.5,279.9,1287.4,1349.7,1455.4,1612.1,508.35,520.93
7/2/1998,221.19,125.25,130.04,200.46,936.32,260.75,1197.07,1257.4,1350.3,1489.6,435.92,446.47
7/3/1998,192.59,111.76,116.28,176.54,866.35,244.99,1111.34,1168.2,1252.8,1379.7,382.55,391.67
7/4/1998,164.89,98.28,102.16,153.02,794.91,227.39,1022.3,1074.4,1149.4,1264.3,330.63,338.37
7/5/1998,143.25,85.83,89.152,133.59,727.57,206.96,934.53,982.73,1049.9,1151.9,289.8,296.48
7/6/1998,125.82,76.73,79.674,117.42,662.93,188.29,851.22,898.05,959.19,1051.8,255.41,261.3
7/7/1998,112.12,68.92,71.684,105.35,605.12,172.81,777.93,821.16,876.24,959.16,226.06,231.23
7/8/1998,99.61,62.92,65.395,93.89,550.01,157.85,707.86,750.33,800.32,876.34,199.37,203.92
7/9/1998,88.87,56.55,58.75,84.12,493.71,141.35,635.06,673.76,719.05,787.55,176.52,180.51
7/10/1998,80.08,50.03,52.04,75.96,441.57,126.45,568.02,606.44,647.8,710.61,157.86,161.42
7/11/1998,72.95,44.75,46.588,69.34,395.62,114.13,509.75,545.07,583.09,642.45,142.3,145.53
7/12/1998,66.01,39.94,41.579,63.14,353.32,103.78,457.1,489.52,524.25,578.3,127.95,130.84
7/13/1998,60.16,35.91,37.358,58.14,316.23,97.283,413.513,444.96,476.64,525.06,116.33,118.92
7/14/1998,54.86,32.57,33.934,53.44,282.53,91.08,373.61,404.62,434.01,479.09,105.97,108.32
7/15/1998,74.3,37.5,40.426,72.71,275.05,90.466,365.516,394.86,428.22,478.53,125.89,128.22
7/16/1998,63.8,34.56,36.148,61,259.65,86.211,345.861,373.17,403.36,448.47,114.24,116.86
7/17/1998,59.67,31.91,33.356,57.34,249.53,82.659,332.189,356.87,385.36,426.79,107.16,109.61
7/18/1998,54.8,29.49,30.891,52.95,238.01,78.612,316.622,340.61,367.23,406.05,98.73,100.99
7/19/1998,66.59,33.07,35.07,62.52,240.19,79.658,319.848,344.04,374.07,419.73,111.35,113.51
7/20/1998,67.26,34.23,36.745,64.99,239.02,78.878,317.898,343.92,372.13,413.69,105.92,108.29
7/21/1998,64.81,34.58,36.246,62.21,239.55,77.985,317.535,343.21,370.83,411.88,100.92,103.3
7/22/1998,59.05,31.36,32.917,57.2,231.57,73.835,305.405,330.21,356.14,393.76,93.96,96.12
7/23/1998,54.09,28.07,29.515,53.1,220.43,69.348,289.778,314.14,338.44,373.58,87.04,89.01
7/24/1998,50.1,25.27,26.581,49.67,208.17,64.976,273.146,296.14,319.05,352.23,81.22,83.06
7/25/1998,46.68,23.15,24.365,46.61,196.07,60.965,257.035,278.76,300.3,331.51,76.05,77.78
7/26/1998,43.2,21.08,22.211,43.48,183.76,56.963,240.723,260.93,281.12,310.39,70.63,72.24
7/27/1998,40.03,19.07,20.097,40.72,171.03,52.869,223.899,246.29,264.95,291.66,65.63,67.12
7/28/1998,37.22,17.25,18.214,38.25,158.64,48.993,207.633,230.63,248.39,274.48,61.15,62.53
7/29/1998,36.26,16.23,17.175,36.75,149.75,46.547,196.297,218.07,234.97,260.69,58.6,59.93
7/30/1998,34.23,15.54,16.532,35.3,141.85,44.129,185.979,207.26,223.02,247.14,55.45,56.74
7/31/1998,31.42,13.94,14.798,32.42,132.05,40.808,172.858,193.44,208.34,231.22,51.44,52.61
8/1/1998,29.37,12.58,13.361,30.59,122.45,37.702,160.152,179.4,193.48,215.18,48.19,49.28
8/2/1998,29.91,12.19,13.2,31.16,118.26,36.809,155.069,173.37,189.91,212.4,50.58,51.47
8/3/1998,51.99,20.9,23.803,57.68,146.86,48.017,194.877,212.6,237.37,276.82,82.17,83.5
8/4/1998,61,30.37,32.758,66.65,179.19,59.018,238.208,258.48,287.59,332.05,100.88,102.9
8/5/1998,58.87,31.64,33.505,62.76,195.42,64.247,259.667,286.13,320.35,370.87,109.64,111.8
8/6/1998,60.02,33.31,35.159,62.66,205.98,68.556,274.536,302.37,337,388.5,114.06,116.69
8/7/1998,58.4,33.08,34.91,61.77,210.44,70.778,281.218,308.44,341.64,390.53,110.49,113.09
8/8/1998,53.73,30.98,32.616,57.4,208.35,70.409,278.759,304.28,335.52,381.52,103.39,105.82
8/9/1998,49.48,28.39,29.897,53.28,203.7,69.147,272.847,296.52,325.57,368.26,96.17,98.4
8/10/1998,45.69,25.72,27.107,49.58,195.38,66.597,261.977,286.75,313.88,353.6,89.71,91.78
8/11/1998,42.54,23.26,24.543,46.47,185.58,63.604,249.184,273.22,298.79,336.21,83.66,85.56
8/12/1998,39.83,21.32,22.493,43.73,175.85,60.681,236.531,260.16,284.16,319.22,78.4,80.19
8/13/1998,37.27,19.71,20.805,41.13,166.29,57.773,224.063,247.63,270.14,302.95,73.41,75.08
8/14/1998,34.88,18.27,19.274,38.71,156.61,54.758,211.368,235.29,256.47,287.31,68.7,70.26
8/15/1998,32.6,16.82,17.788,36.42,146.99,51.699,198.689,220.76,240.81,270.94,64.27,65.73
8/16/1998,30.85,15.58,16.486,34.51,138.39,48.978,187.368,207.74,226.56,255.29,60.61,61.98
8/17/1998,30.21,15,16.004,33.84,133.06,47.421,180.481,201.79,220.35,248.58,59.94,61.27
8/18/1998,27.79,13.87,14.704,31.15,125.53,44.803,170.333,192.22,209.61,236.37,55.95,57.22
8/19/1998,25.89,12.64,13.424,29.26,117.29,41.898,159.188,183.2,199.44,224,52.3,53.48
8/20/1998,88.69,35.52,39.13,78.22,168.5,61.939,230.439,250.36,286.57,342.07,123.53,124.63
8/21/1998,80.06,42.72,44.639,60.72,188.59,68.496,257.086,283.6,319.16,376.15,119.38,122.35
8/22/1998,72.51,39.26,41.063,55.8,198.25,69.965,268.215,293.19,325.72,375.89,109.62,112.31
8/23/1998,64.37,35.11,36.727,50.62,199.67,68.827,268.497,292.56,322.24,367.77,99.53,101.91
8/24/1998,61.18,32.85,34.475,48.98,201.68,68.724,270.404,296.42,324.64,368.11,97.07,99.26
8/25/1998,55.07,30.76,32.196,44.46,199.93,67.435,267.365,292.82,319.19,359.8,90.08,92.21
8/26/1998,50.54,28.94,30.303,42.65,200.46,67.299,267.759,295.9,325.55,371.99,91.67,93.62
8/27/1998,113.84,52.06,55.876,93.7,239.51,82.724,322.234,375.14,447.5,536.17,185.07,185
8/28/1998,190.74,97.69,101.2,136.3,308.85,117.01,425.86,475.58,577.79,724.37,281.58,287.74
8/29/1998,170.99,90.36,94.047,119.1,351.99,140.23,492.22,535.49,626.04,759.54,260.02,266.47
8/30/1998,148.75,80.75,84.005,105.01,379.25,149.66,528.91,569.58,648.9,766.86,234.39,240.17
8/31/1998,128.62,72,74.911,92.72,387.98,150.1,538.08,579.95,649.42,753.45,210.65,215.78
9/1/1998,111.31,64.57,67.088,84.66,383.53,145.22,528.75,570.61,631.95,724.44,189.21,193.76
9/2/1998,97.33,58.12,60.388,74.01,371.04,137.12,508.16,548.56,603.51,686.7,172.5,176.19
9/3/1998,90.12,54.57,56.544,66.57,357.5,128.8,486.3,526.11,578.06,659.61,185.85,190.08
9/4/1998,79.23,49.21,51.089,60.26,335.28,117.7,452.98,490.53,536.78,608.69,166.83,170.79
9/5/1998,70.99,44.1,45.785,54.93,310.52,106.99,417.51,451.92,493.73,558.86,151.54,155.1
9/6/1998,64.73,40.13,41.656,50.87,286.63,99.975,386.605,417.2,455.29,514.15,139.45,142.71
9/7/1998,58.3,36.45,37.837,46.5,264.24,94.064,358.304,387.37,421.82,475.11,127.55,130.51
9/8/1998,53.22,32.89,34.167,43.17,246.67,87.751,334.421,362.98,394.87,442.64,117.78,120.47
9/9/1998,48.8,29.85,31.045,40.22,231.01,81.759,312.769,341.03,370.67,414.91,108.97,111.46
9/10/1998,44.72,26.95,28.051,37.43,215.16,75.835,290.995,318.05,345.53,386.47,100.66,102.95
9/11/1998,41.14,24.3,25.29,34.95,199.27,70.029,269.299,295.36,320.86,358.68,93.62,95.7
9/12/1998,38.26,22.21,23.12,32.92,184.22,64.666,248.886,273.91,297.71,332.87,87.5,89.45
9/13/1998,35.72,20.36,21.204,30.96,170.26,59.744,230.004,252.75,274.99,307.81,81.58,83.4
9/14/1998,33.77,18.96,19.741,29.47,158.01,55.443,213.453,237.8,258.46,288.7,76.88,78.6
9/15/1998,31.56,17.59,18.332,27.71,146.74,51.478,198.218,222.44,241.93,271.4,71.83,73.44
9/16/1998,29.72,16.21,16.923,26.28,135.94,47.675,183.615,206.98,225.29,253.67,67.43,68.93
9/17/1998,27.9,14.91,15.588,24.86,125.87,44.168,170.038,193.33,210.48,236.97,63.24,64.65
9/18/1998,30.88,15.09,16.273,28.99,117.43,40.953,158.383,179.98,196.15,221.13,59.5,60.82
9/19/1998,28.62,14.45,15.309,25.8,113.18,38.941,152.121,171.17,187.34,209.7,57.31,58.35
9/20/1998,30.53,16.1,16.793,27.99,123.88,43.364,167.244,184.2,201.81,230.04,64.49,66
9/21/1998,27.7,15.52,16.172,24.91,117.75,41.007,158.757,179,195.67,220.86,59.11,60.45
9/22/1998,27.24,14.9,15.626,24.46,111.98,38.905,150.885,171.45,187.34,211.33,55.99,57.27
9/23/1998,27.68,14.73,15.603,24.52,107.83,37.307,145.137,166.25,182.33,204.3,55.09,55.95
9/24/1998,27.53,15.87,16.448,24.36,112.55,39.001,151.551,171.98,189.63,218.18,64.52,66.12
9/25/1998,25.01,15.2,15.803,22.04,107.1,36.921,144.021,164.09,180.72,206.13,58.57,59.9
9/26/1998,26.68,15,15.935,24.42,104.19,36.062,140.252,157.76,173.46,196.96,55.67,56.93
9/27/1998,24.28,13.96,14.577,21.86,99.1,34.308,133.408,151.34,166.25,188.67,52.55,53.73
9/28/1998,22.75,12.77,13.341,20.76,93.14,32.317,125.457,144.72,158.71,179.59,49.6,50.71
9/29/1998,35.58,17.11,18.582,32.68,108.31,38.077,146.387,163.03,181.76,208.77,70.73,71.92
9/30/1998,29.89,17.53,18.187,25.74,108.81,38.087,146.897,167.01,184.14,210.12,63.71,65.2
10/1/1998,27.79,16.52,17.185,36.45,106.16,36.668,142.828,162.77,179,204.2,60.29,61.63
10/2/1998,29.66,16.8,17.86,42.18,112.39,38.855,151.245,170.42,189.99,217.54,65.06,65.81
10/3/1998,43.68,24.55,26.117,56.35,136.09,47.589,183.679,202.97,230.5,271.83,97.4,99.3
10/4/1998,40.86,26.72,27.756,53.14,149.98,52.88,202.86,225.7,255.93,302.51,99.39,101.6
10/5/1998,48.99,30.19,31.669,60.38,163.79,58.14,221.93,246.23,279.59,330.6,118.11,120.59
10/6/1998,44.64,28.96,30.108,57,166.08,59.042,225.122,251.51,282.95,330.53,109.99,112.61
10/7/1998,42.97,27.37,28.428,54.73,165.18,58.605,223.785,249.68,279.28,324.11,103.96,106.41
10/8/1998,39.93,25.34,26.326,52.44,162.59,57.566,220.156,245.58,273.35,315.5,97.63,99.88
10/9/1998,37.43,23.43,24.351,50.5,158.57,56.01,214.58,239.58,265.69,305.41,91.83,93.94
10/10/1998,35.32,21.73,22.589,48.85,153.76,54.213,207.973,231.33,256.05,293.79,86.72,88.69
10/11/1998,33.42,20.43,21.232,47.31,148.75,52.372,201.122,222.99,246.3,281.95,81.96,83.82
10/12/1998,31.32,19.1,19.856,45.59,143.11,50.253,193.363,216.36,238.11,270.95,76.98,78.72
10/13/1998,29.7,17.91,18.614,44.31,137.12,48.012,185.132,208.36,229.07,259.91,72.89,74.52
10/14/1998,34.03,19.17,20.812,51.07,144.36,50.823,195.183,216.35,239.06,271.05,75.02,76.22
10/15/1998,50.49,25.77,27.659,69.74,159.95,56.717,216.667,237.18,267.54,310.59,98.13,100.14
10/16/1998,53.7,28.43,30.299,73.64,172.95,62.265,235.215,261.43,294.58,339.9,103.56,105.33
10/17/1998,69.72,35.76,37.77,88.14,189.93,68.725,258.655,286.41,324.51,379.13,130.47,133.21
10/18/1998,64.45,34.86,36.501,83.18,198.94,71.178,270.118,295.56,331.24,381.88,128.03,131.11
10/19/1998,59.4,32.46,33.985,78.43,202.65,71.418,274.068,300.26,333.55,380.39,119.58,122.4
10/20/1998,55.53,30.34,31.772,74.76,203.24,70.838,274.078,299.8,331.3,375.79,112.51,115.13
10/21/1998,52.06,28.44,29.786,71.25,201.81,69.743,271.553,297.16,326.79,369.78,105.79,108.24
10/22/1998,48.88,26.59,27.859,68.04,198.57,68.106,266.676,292.35,320.27,361.72,99.53,101.81
10/23/1998,45.86,24.78,25.968,64.96,193.81,66.03,259.84,284.53,310.92,350.32,93.54,95.67
10/24/1998,43.21,23.07,24.181,62.41,187.94,63.645,251.585,277.45,302.22,339.21,88.27,90.27
10/25/1998,40.91,21.74,22.769,60.08,184.36,62.453,246.813,270.97,296.66,335.46,83.8,85.69
10/26/1998,38.68,20.59,21.565,57.75,179.06,60.951,240.011,266.47,291.08,328.33,79.21,80.99
10/27/1998,97.62,41.62,45.5,118.78,216.88,75.527,292.407,324.71,365.92,427.19,152.67,154.12
10/28/1998,91.16,45.92,48.207,105.28,234.55,80.923,315.473,346.44,386.45,446.72,151.85,155.5
10/29/1998,92.73,46.36,48.699,104.95,250.77,84.426,335.196,366.12,406.29,465.22,146.52,149.82
10/30/1998,84.57,44,46.073,96.59,258.64,84.987,343.627,373.41,410.66,466.22,138.69,141.96
10/31/1998,77.52,40.95,42.85,90.31,262.87,84.34,347.21,375.31,410.04,462.06,129.57,132.55
11/1/1998,71.07,38.15,39.887,71.26,262.53,82.919,345.449,371.41,403.91,452.02,120.66,123.45
11/2/1998,65.26,35.41,37.007,63.32,257.33,80.661,337.991,364.24,394.6,438.58,112.3,114.86
11/3/1998,60.35,32.9,34.372,59.1,249.51,77.911,327.421,353.31,381.95,423.45,105.29,107.68
11/4/1998,56.06,30.73,32.112,55.12,240.46,75.055,315.515,340.68,367.59,406.68,98.89,101.12
11/5/1998,52.24,28.78,30.063,51.51,230.77,72.088,302.858,327.58,352.85,389.6,92.94,95.03
11/6/1998,48.9,26.99,28.18,48.33,220.74,69.01,289.75,313.66,337.53,372.22,87.6,89.56
11/7/1998,45.94,25.48,26.581,45.45,210.66,65.909,276.569,299.57,322.13,354.99,83.61,85.49
11/8/1998,43.64,24.68,25.71,43.07,204.2,64.252,268.452,290.15,311.62,343.34,79.68,81.46
